etape,phase,id_batiment,type_batiment,is_uninhabited,prises,cost_before,time_before,cat_score,score,score_parts_cost_n,score_parts_time_n,score_parts_wall_n,score_parts_p_n,score_parts_c_n,score_penalty,infrastructures,repaired_infras,step_cost,step_time,euro_per_prise_marginal,h_per_prise_marginal,labour_cost,wall_clock_step_h,cost_cum,time_cum,prises_cum,note
17,1,E000260,habitation,0,7,14540.099780428589,77.09296977827898,1.0,0.8909202389709158,0.03630605138618617,0.036442245991244605,0.03877096806174368,0.8571428571428571,0.16309158616347635,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000740', 'P005100', 'P007111', 'P007702', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013']","['P000740', 'P008013', 'P007702']",14540.099780428589,77.09296977827898,2077.1571114897984,11.013281396896998,2890.9863666854617,10.35949548559945,250388.88196273157,1136.6143932281147,111,
18,1,E000374,habitation,0,7,18990.69024826881,105.50383471260449,1.0,0.9112621007824094,0.04779495698953089,0.04987220895334634,0.05188519180407257,0.8571428571428571,0.21301241681287333,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007534', 'P007982', 'P008031', 'P008032', 'P008034']","['P007534', 'P008034']",18990.69024826881,105.50383471260449,2712.955749752687,15.071976387514926,3956.3938017226683,13.863579815901499,269379.57221100037,1242.1182279407192,118,
19,1,E000222,habitation,0,6,13689.65046777896,63.29690389417812,1.0,0.9196139267802883,0.03903333923418859,0.03490756991592771,0.037280896038564756,0.7142857142857143,0.15355237189079565,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005820', 'P007111', 'P007627', 'P007982']","['P005820', 'P007627']",13689.65046777896,63.29690389417812,2281.608411296493,10.54948398236302,2373.63389603168,8.53830202306228,283069.22267877933,1305.4151318348972,124,
20,1,E000128,habitation,0,6,16148.233437834475,69.1636323652628,1.0,0.9259402584798667,0.045542227817327946,0.03814300832891126,0.02944795741158458,0.7142857142857143,0.18112950013310578,1.0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P001156', 'P005317', 'P007111', 'P007679', 'P007982', 'P007987']","['P007679', 'P005317', 'P001156']",16148.233437834475,69.1636323652628,2691.372239639079,11.527272060877133,2593.636213697355,6.7443538396258,299217.4561166138,1374.57876420016,130,
21,1,E000377,habitation,0,6,14573.769115695948,79.27533126124621,1.0,0.9275209988667668,0.04263774094870611,0.04371950282492113,0.04427579117596228,0.7142857142857143,0.1634692441834863,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004196', 'P004862', 'P007111', 'P007703', 'P007982', 'P008031', 'P008032', 'P008035']","['P007703', 'P004196']",14573.769115695948,79.27533126124621,2428.961519282658,13.212555210207702,2972.824922296733,10.1403162890544,313791.2252323098,1453.8540954614064,136,
22,1,E000197,habitation,0,4,5640.68949834416,22.56275799337664,1.0,0.9482131455402566,0.02364409260657565,0.018664681928203936,0.021800733121064286,0.42857142857142855,0.06326978571212363,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000748', 'P005100', 'P007111', 'P007763', 'P007982', 'P008001', 'P008003', 'P008004']","['P007763', 'P000748']",5640.68949834416,22.56275799337664,1410.17237458604,5.64068949834416,846.103424751624,3.328626070204475,319431.9147306539,1476.416853454783,140,
23,1,E000346,habitation,0,7,29629.469897401767,147.87819851470985,1.0,0.9487462784084153,0.07326346741355519,0.06990279013137095,0.05874067857244303,0.8571428571428571,0.33234415964976205,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P006712', 'P007111', 'P007699', 'P007982']","['P003870', 'P003802', 'P006712', 'P007699']",29629.469897401767,147.87819851470985,4232.7814139145385,21.125456930672836,5545.432444301619,15.695346928742751,349061.3846280557,1624.2950519694928,147,
24,1,E000322,habitation,0,5,5619.42634442935,22.4777053777174,1.0,0.9170316831405472,0.01884397103191327,0.014875458806024736,0.029443406725672035,0.5714285714285714,0.06303128380696668,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P006712', 'P007111', 'P007602', 'P007982']",['P007602'],5619.42634442935,22.4777053777174,1123.8852688858701,4.49554107554348,842.9139516644025,5.61942634442935,354680.81097248505,1646.7727573472102,152,
25,1,E000268,habitation,0,6,20294.061070636693,94.86308667724003,1.0,0.9495111770510795,0.057958311216994164,0.052315984304108186,0.05335806512090986,0.7142857142857143,0.22763190484866364,1.0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003569', 'P006457', 'P007111', 'P007696', 'P007982']","['P007696', 'P003569', 'P006457']",20294.061070636693,94.86308667724003,3382.343511772782,15.810514446206673,3557.3657503965014,12.220394995261838,374974.8720431217,1741.6358440244503,158,
26,1,E000111,habitation,0,5,13420.373244887322,55.59281773692445,1.0,0.957778810926196,0.04521237129896584,0.036790617914951924,0.03639827757531367,0.5714285714285714,0.2027911053432035,1.0,"['P000020', 'P000160', 'P000348', 'P005770', 'P007111', 'P007813', 'P007983', 'P007985']","['P007985', 'P007813', 'P005770']",13420.373244887322,55.59281773692445,2684.074648977464,11.118563547384891,2084.730665134667,6.94679939058245,388395.24528800906,1797.2286617613747,163,
27,1,E000359,habitation,0,4,8465.104710900921,33.86041884360368,1.0,0.9696890426248704,0.03548320108165069,0.028010491796133668,0.03748232952939156,0.42857142857142855,0.12791357660812736,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P003881', 'P006712', 'P007111', 'P007637', 'P007982']","['P007637', 'P003881']",8465.104710900921,33.86041884360368,2116.2761777252304,8.46510471090092,1269.765706635138,5.72295704693425,396860.34999891,1831.0890806049783,167,
28,1,E000144,habitation,0,6,24451.722206423598,121.879570006331,1.0,0.9807251186449087,0.07052316261437754,0.06721528778772581,0.06841288360297006,0.7142857142857143,0.36948240434927104,1.0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005117', 'P007111', 'P007737', 'P007982', 'P008002', 'P008006']","['P007737', 'P008006', 'P008002']",24451.722206423598,121.879570006331,4075.287034403933,20.313261667721832,4570.483875237413,15.668342892470124,421312.07220533356,1952.9686506113094,173,
29,1,E000267,habitation,0,4,8056.301056853166,44.757228093628704,1.0,0.9807255557939265,0.03548256938415882,0.03702470356686364,0.07328401901627998,0.42857142857142855,0.12173627115171856,1.0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003569', 'P006457', 'P007111', 'P007777', 'P007982']",['P007777'],8056.301056853166,44.757228093628704,2014.0752642132916,11.189307023407176,1678.3960535110764,11.189307023407176,429368.3732621867,1997.7258787049382,177,
30,1,E000274,habitation,0,4,10580.306905273364,42.321227621093456,1.0,0.9837004601146357,0.04434949953329481,0.035009561002724454,0.047518614567109686,0.42857142857142855,0.15987574213020547,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000398', 'P005781', 'P007111', 'P007539', 'P007982']","['P005781', 'P007539']",10580.306905273364,42.321227621093456,2645.076726318341,10.580306905273364,1587.0460357910047,7.255338542503,439948.68016746006,2040.0471063260316,181,
31,1,E000368,habitation,0,8,41667.993774638955,216.40473527125644,1.0,0.9845759826689449,0.09072880293387668,0.08950868401772677,0.125,1.0,0.6296321540991315,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P004284', 'P006950', 'P007111', 'P007609', 'P007982', 'P008033']","['P004282', 'P008033', 'P007609', 'P004284', 'P006950']",41667.993774638955,216.40473527125644,5208.499221829869,27.050591908907055,8115.177572672116,38.171033649647,481616.67394209903,2256.451841597288,189,
32,1,E000367,habitation,0,3,3565.844468595045,14.26337787438018,1.0,0.9747003321546783,0.019929279180227067,0.015732202675177543,0.0311391835435928,0.2857142857142857,0.053882371829250014,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P004284', 'P006950', 'P007111', 'P007564', 'P007982', 'P008033']",['P007564'],3565.844468595045,14.26337787438018,1188.614822865015,4.754459291460059,534.8766702892567,3.565844468595045,485182.5184106941,2270.715219471668,192,
33,1,E000293,habitation,0,4,11380.54463315601,51.75462211075655,1.0,0.9903893837781206,0.04855574555546005,0.04281318623792485,0.04829561225130455,0.42857142857142855,0.17196788669380608,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003849', 'P006709', 'P007111', 'P007713', 'P007982', 'P008025']","['P007713', 'P003849']",11380.54463315601,51.75462211075655,2845.1361582890027,12.938655527689138,1940.7983291533706,7.3739737614994,496563.0630438501,2322.4698415824246,196,
34,2,E000184,habitation,0,6,28331.434193366385,126.44780068754892,1.0,0.997314073753115,0.08036703135295438,0.06973461846720583,0.08073262406040381,0.7142857142857143,0.4281075310792698,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P005000', 'P007111', 'P007593', 'P007982', 'P008028']","['P008028', 'P005000', 'P007593']",28331.434193366385,126.44780068754892,4721.905698894398,21.07463344792482,4741.792525783085,18.48988625780385,524894.4972372166,2448.9176422699734,202,
35,2,E000252,habitation,0,5,18187.61964111698,90.68561810479261,1.0,0.9987601394722366,0.06295085875069696,0.06001458573053522,0.09397251174774283,0.5714285714285714,0.2748274897636677,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005820', 'P007111', 'P007698', 'P007982', 'P007988']","['P007988', 'P007698']",18187.61964111698,90.68561810479261,3637.523928223396,18.137123620958523,3400.7106789297227,17.9351395403247,543082.1168783335,2539.603260374766,207,
36,2,E000380,habitation,0,4,11723.021386204478,60.59987882471439,1.0,1.0027881544642838,0.05101308153587789,0.050130283872345124,0.0801596130137669,0.42857142857142855,0.17714294688309767,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004185', 'P004196', 'P004862', 'P007111', 'P007463', 'P007982', 'P008031', 'P008032', 'P008035']","['P007463', 'P004185']",11723.021386204478,60.59987882471439,2930.7553465511196,15.149969706178597,2272.4954559267894,12.239101142764712,554805.138264538,2600.20313919948,211,
37,2,E000107,habitation,0,2,2551.8563928878502,10.2074255715514,1.0,1.0036828849664738,0.02139324594620368,0.016887860221232648,0.033426608463240415,0.14285714285714285,0.03856031193379765,1.0,"['P000181', 'P000365', 'P000394', 'P000395', 'P001391', 'P005500', 'P007111', 'P007689', 'P007982', 'P007990']",['P007689'],2551.8563928878502,10.2074255715514,1275.9281964439251,5.1037127857757,382.77845893317755,2.55185639288785,557356.9946574259,2610.4105647710317,213,
38,2,E000145,habitation,0,3,8015.062747545303,39.2031539652372,1.0,1.0141320305290693,0.046097458043379155,0.043240245692088765,0.05569312060510796,0.2857142857142857,0.12111313182657256,1.0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005117', 'P007111', 'P007638', 'P007982', 'P008002', 'P008007']","['P008007', 'P007638']",8015.062747545303,39.2031539652372,2671.687582515101,13.067717988412399,1470.118273696395,6.377591942014274,565372.0574049712,2649.6137187362688,216,
39,2,E000316,habitation,0,5,25375.1176814932,101.50047072597279,1.0,1.0173255289285186,0.0850919565829821,0.06717171729517765,0.054207214669291126,0.5714285714285714,0.38343554750269376,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005726', 'P007111', 'P007662', 'P007982', 'P007994', 'P007995', 'P007996']","['P007995', 'P007994', 'P007996', 'P005726', 'P007662']",25375.1176814932,101.50047072597279,5075.0235362986405,20.300094145194556,3806.2676522239794,10.34572707597575,590747.1750864644,2751.1141894622415,221,
40,2,E000315,habitation,0,4,2583.62188073694,10.33448752294776,1.0,0.9309679846205027,0.010829774449817127,0.008549040084702211,0.010530740623409796,0.42857142857142855,0.03904031038653347,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P003330', 'P005726', 'P007111', 'P007770', 'P007982', 'P007994', 'P007995']","['P007770', 'P003330']",2583.62188073694,10.33448752294776,645.905470184235,2.58362188073694,387.54328211054104,1.60787701876752,593330.7969672013,2761.448676985189,225,
41,2,E000372,habitation,0,5,24015.793920276785,125.82532076446986,1.0,1.0201580193657716,0.08378810560365402,0.08326959288478722,0.05808663666412017,0.5714285714285714,0.362895226974621,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004261', 'P004269', 'P004271', 'P006950', 'P007111', 'P007610', 'P007982', 'P008033']","['P007610', 'P004261', 'P004269', 'P004271']",24015.793920276785,125.82532076446986,4803.158784055357,25.165064152893972,4718.44952866762,11.086134813504751,617346.5908874781,2887.273997749659,230,
42,2,E000369,habitation,0,3,7420.66194286908,41.225899682606,1.0,1.0207164494529406,0.0435773440616823,0.04547129123166971,0.09000258341835439,0.2857142857142857,0.11213132528530502,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004269', 'P004271', 'P006950', 'P007111', 'P007507', 'P007982', 'P008033']",['P007507'],7420.66194286908,41.225899682606,2473.55398095636,13.741966560868667,1545.9712380977248,10.3064749206515,624767.2528303472,2928.499897432265,233,
43,2,E000301,habitation,0,3,8361.11578877827,45.85557793460031,1.0,1.022191587389183,0.04899164733645496,0.05057772795533404,0.06893099915990518,0.2857142857142857,0.12634223219945118,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P003202', 'P005726', 'P007111', 'P007597', 'P007982', 'P007994']","['P003202', 'P007597']",8361.11578877827,45.85557793460031,2787.0385962594232,15.28519264486677,1719.5841725475118,7.893502465309588,633128.3686191255,2974.355475366865,236,
44,2,E000371,habitation,0,6,36324.05843439777,178.41661437425392,1.0,1.0256916029167404,0.10452449299756683,0.09839486700399613,0.043899921665328155,0.7142857142857143,0.5488816015805591,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000462', 'P000464', 'P000470', 'P000476', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007616', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008017', 'P008018', 'P008019']","['P000476', 'P000470', 'P008016', 'P008019', 'P000462', 'P008017', 'P007616', 'P000464', 'P008018']",36324.05843439777,178.41661437425392,6054.009739066295,29.736102395708986,6690.623039034522,10.05423232262465,669452.4270535232,3152.772089741119,242,
45,2,E000358,habitation,0,4,4324.98673122846,17.29994692491384,1.0,0.9421549499746771,0.018129057950343738,0.014311105354368213,0.017400839853625893,0.42857142857142855,0.0653535355400521,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000464', 'P000470', 'P000476', 'P000494', 'P000629', 'P000719', 'P000732', 'P005100', 'P007111', 'P007544', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008019']","['P000629', 'P007544']",4324.98673122846,17.29994692491384,1081.246682807115,4.32498673122846,648.748009684269,2.65683217433949,673777.4137847517,3170.072036666033,246,
46,2,E000303,habitation,0,4,8229.168144231886,32.91667257692754,1.0,0.9686573006973638,0.03449422517130537,0.027229792739147326,0.038487399003222594,0.42857142857142855,0.12434841219186032,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000476', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007567', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008020']","['P008020', 'P007567']",8229.168144231886,32.91667257692754,2057.2920360579715,8.229168144231885,1234.3752216347827,5.8764152097576,682006.5819289836,3202.9887092429603,250,
